         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS 	h 	k 	l 	FREE 	FP 	SIGFP 	FC 	PHIC 	FC_ALL 	PHIC_ALL 	FWT 	PHWT 	DELFWT 	PHDELWT 	FOM 	FC_ALL_LS 	PHIC_ALL_LS 	
3142	-23  	23  	11  	1  	15.92 	8.90 	19.59 	4.66 	17.77 	4.66 	1.60 	1.52 	19.37 	1.52 	0.51 	19.83 	4.67
3143	-23  	24  	1  	1  	24.80 	8.98 	6.77 	1.73 	6.17 	1.73 	8.94 	1.73 	2.78 	1.73 	0.30 	7.16 	1.78
3144	-23  	24  	2  	0  	16.85 	13.58 	8.14 	1.77 	7.43 	1.77 	7.43 	1.77 	0.00 	0.00 	0.00 	8.00 	1.74
3145	-23  	24  	3  	1  	24.53 	8.94 	39.89 	3.07 	36.40 	3.07 	5.47 	3.07 	30.93 	6.21 	0.85 	39.32 	3.07
3146	-23  	24  	4  	1  	66.40 	4.11 	58.57 	3.02 	53.41 	3.02 	76.07 	3.02 	22.66 	3.02 	0.98 	58.27 	3.01
3147	-23  	24  	5  	1  	20.18 	12.71 	20.43 	4.99 	18.60 	4.99 	1.74 	4.99 	16.86 	1.85 	0.50 	20.48 	5.03
3148	-23  	24  	6  	1  	12.50 	19.38 	16.85 	2.75 	15.30 	2.75 	10.91 	5.89 	26.21 	5.89 	0.18 	17.02 	2.77
3149	-23  	24  	7  	1  	13.31 	13.97 	10.92 	4.47 	9.89 	4.47 	5.04 	1.33 	14.93 	1.33 	0.18 	11.04 	4.44
3150	-23  	24  	8  	1  	20.29 	9.11 	25.63 	4.71 	23.09 	4.71 	4.65 	4.71 	18.44 	1.57 	0.68 	25.23 	4.73
3151	-23  	24  	9  	1  	17.74 	9.29 	22.69 	4.41 	20.34 	4.41 	0.33 	4.41 	20.01 	1.27 	0.58 	22.08 	4.39
3152	-23  	25  	1  	1  	39.64 	5.29 	39.43 	0.26 	35.00 	0.26 	38.52 	0.26 	3.52 	0.26 	0.93 	39.66 	0.25
3153	-23  	25  	2  	1  	38.82 	7.56 	46.71 	1.36 	41.51 	1.36 	30.55 	1.36 	10.96 	4.51 	0.93 	47.01 	1.36
3154	-23  	25  	3  	1  	33.99 	7.64 	25.61 	3.48 	22.76 	3.48 	34.25 	3.48 	11.49 	3.48 	0.84 	25.59 	3.48
3155	-23  	25  	4  	0  	13.18 	18.28 	38.57 	1.40 	34.27 	1.40 	34.27 	1.40 	0.00 	0.00 	0.00 	37.98 	1.41
3156	-23  	25  	5  	1  	31.91 	6.52 	18.75 	4.07 	16.63 	4.07 	32.49 	4.07 	15.86 	4.07 	0.77 	18.71 	4.06
3157	-22  	0  	1  	1  	116.98 	4.56 	157.67 	3.14 	140.91 	3.14 	93.04 	3.14 	47.87 	0.00 	1.00 	161.60 	3.14
3158	-22  	0  	2  	1  	309.60 	7.27 	272.59 	0.00 	243.17 	6.28 	376.04 	6.28 	132.88 	6.28 	1.00 	266.41 	6.28
3159	-22  	0  	3  	1  	170.75 	5.03 	205.40 	3.14 	183.63 	3.14 	157.87 	3.14 	25.76 	0.00 	1.00 	206.31 	3.14
3160	-22  	0  	4  	1  	48.10 	7.55 	96.33 	3.14 	85.52 	3.14 	3.78 	0.00 	89.30 	0.00 	0.85 	88.01 	3.14
3161	-22  	0  	5  	1  	97.70 	4.36 	181.94 	3.14 	162.49 	3.14 	32.89 	3.14 	129.60 	0.00 	1.00 	181.55 	3.14
3162	-22  	0  	6  	1  	50.70 	4.73 	71.24 	0.00 	63.47 	6.28 	16.15 	6.28 	47.33 	3.14 	0.79 	63.25 	6.28
3163	-22  	0  	7  	1  	56.86 	4.57 	81.64 	0.00 	73.96 	0.00 	28.57 	0.00 	45.39 	3.14 	0.90 	83.76 	0.00
3164	-22  	0  	8  	1  	111.92 	3.34 	63.91 	3.14 	59.06 	3.14 	162.13 	3.14 	103.07 	3.14 	0.99 	72.18 	3.14
3165	-22  	0  	9  	0  	45.82 	7.05 	58.51 	3.14 	54.66 	3.14 	54.66 	3.14 	0.00 	0.00 	0.00 	65.10 	3.14
3166	-22  	0  	10  	1  	43.27 	3.92 	3.73 	0.00 	3.95 	0.00 	3.63 	0.00 	0.32 	3.14 	0.09 	7.01 	0.00
3167	-22  	0  	11  	0  	183.06 	3.27 	202.03 	3.14 	188.51 	3.14 	188.51 	3.14 	0.00 	0.00 	0.00 	204.11 	3.14
3168	-22  	0  	12  	1  	101.99 	3.22 	144.08 	3.14 	134.38 	3.14 	69.59 	3.14 	64.78 	0.00 	1.00 	147.47 	3.14
3169	-22  	0  	13  	1  	260.76 	6.06 	255.10 	3.14 	237.44 	3.14 	284.09 	3.14 	46.65 	3.14 	1.00 	254.17 	3.14
3170	-22  	0  	14  	1  	42.76 	3.91 	41.91 	3.14 	39.28 	3.14 	22.56 	3.14 	16.71 	0.00 	0.72 	43.79 	3.14
3171	-22  	0  	15  	1  	23.34 	5.81 	0.76 	0.00 	0.72 	0.00 	0.25 	3.14 	0.97 	3.14 	0.01 	0.84 	0.00
3172	-22  	0  	16  	1  	16.84 	9.07 	24.02 	0.00 	22.90 	6.28 	14.57 	3.14 	37.46 	3.14 	0.25 	22.39 	6.28
3173	-22  	0  	17  	1  	71.40 	2.41 	60.04 	0.00 	57.84 	6.28 	84.59 	6.28 	26.75 	6.28 	1.00 	54.25 	6.28
3174	-22  	0  	19  	1  	94.68 	4.39 	84.57 	0.00 	81.57 	0.00 	107.77 	0.00 	26.20 	0.00 	1.00 	87.08 	0.00
3175	-22  	0  	20  	1  	3.14 	47.35 	5.31 	0.00 	5.22 	0.00 	5.19 	3.14 	10.41 	3.14 	0.00 	6.25 	0.00
3176	-22  	0  	21  	0  	39.84 	3.58 	74.63 	0.00 	73.09 	6.28 	73.09 	6.28 	0.00 	0.00 	0.00 	73.39 	6.28
3177	-22  	0  	22  	1  	35.35 	3.48 	37.64 	3.14 	36.51 	3.14 	19.82 	3.14 	16.69 	0.00 	0.80 	37.36 	3.14
3178	-22  	0  	23  	1  	25.37 	4.60 	37.73 	3.14 	36.75 	3.14 	0.09 	3.14 	36.66 	0.00 	0.73 	36.89 	3.14
3179	-22  	0  	24  	1  	19.94 	5.85 	23.45 	3.14 	22.68 	3.14 	4.64 	0.00 	27.32 	0.00 	0.45 	22.94 	3.14
3180	-22  	0  	25  	1  	44.84 	2.65 	20.76 	0.00 	19.91 	6.28 	54.61 	6.28 	34.69 	6.28 	0.83 	20.02 	6.28
3181	-22  	0  	26  	1  	65.42 	3.05 	58.13 	3.14 	55.59 	3.14 	75.24 	3.14 	19.64 	3.14 	1.00 	59.16 	3.14
3182	-22  	0  	27  	1  	15.42 	7.12 	15.11 	3.14 	14.49 	3.14 	2.48 	0.00 	16.97 	0.00 	0.39 	14.92 	3.14
3183	-22  	0  	28  	1  	19.92 	6.32 	1.16 	3.14 	1.09 	3.14 	0.79 	3.14 	0.30 	0.00 	0.05 	1.49 	3.14
3184	-22  	0  	29  	1  	42.90 	2.73 	52.56 	3.14 	48.17 	3.14 	37.63 	3.14 	10.54 	0.00 	1.00 	52.29 	3.14
3185	-22  	0  	30  	1  	18.27 	5.39 	10.23 	3.14 	9.29 	3.14 	7.24 	3.14 	2.04 	0.00 	0.45 	10.46 	3.14
3186	-22  	1  	1  	1  	116.14 	2.98 	146.58 	6.10 	130.52 	6.10 	89.04 	6.10 	41.48 	2.96 	0.95 	142.01 	6.09
3187	-22  	1  	2  	0  	251.52 	4.29 	247.76 	5.87 	221.36 	5.88 	221.36 	5.88 	0.00 	0.00 	0.00 	249.89 	5.91
3188	-22  	1  	3  	0  	50.30 	4.95 	21.26 	1.45 	18.78 	1.46 	18.78 	1.46 	0.00 	0.00 	0.00 	18.12 	1.60
3189	-22  	1  	4  	1  	123.63 	3.44 	174.27 	3.22 	155.40 	3.22 	81.20 	3.22 	74.20 	0.07 	0.96 	172.71 	3.19
3190	-22  	1  	5  	1  	63.81 	3.65 	74.80 	0.24 	67.09 	0.24 	33.22 	0.24 	33.88 	3.38 	0.79 	78.85 	0.20
3191	-22  	1  	6  	1  	12.65 	18.51 	68.60 	2.39 	61.84 	2.39 	56.57 	5.53 	118.41 	5.53 	0.21 	71.65 	2.36
3192	-22  	1  	7  	1  	100.07 	2.95 	99.27 	0.24 	90.17 	0.24 	93.67 	0.24 	3.50 	0.24 	0.92 	103.56 	0.24
3193	-22  	1  	8  	1  	183.80 	4.31 	123.75 	3.62 	113.90 	3.62 	242.19 	3.62 	128.29 	3.62 	0.97 	133.57 	3.62
3194	-22  	1  	9  	1  	187.86 	3.36 	184.17 	1.98 	170.25 	1.98 	198.75 	1.98 	28.50 	1.98 	0.98 	188.13 	2.01
3195	-22  	1  	10  	1  	344.31 	4.93 	337.37 	3.65 	314.49 	3.65 	371.03 	3.65 	56.54 	3.65 	1.00 	336.45 	3.63
3196	-22  	1  	11  	1  	81.91 	2.39 	103.78 	3.30 	96.66 	3.30 	56.75 	3.30 	39.91 	0.15 	0.94 	103.22 	3.29
3197	-22  	1  	12  	1  	30.56 	6.78 	62.51 	2.83 	58.58 	2.83 	18.81 	5.97 	77.40 	5.97 	0.65 	69.65 	2.85
3198	-22  	1  	13  	1  	35.90 	2.89 	48.25 	3.47 	44.92 	3.47 	0.19 	0.33 	45.11 	0.33 	0.62 	48.53 	3.55
3199	-22  	1  	14  	0  	80.62 	1.61 	69.42 	1.20 	65.09 	1.20 	65.09 	1.20 	0.00 	0.00 	0.00 	69.57 	1.20
3200	-22  	1  	15  	1  	23.85 	3.42 	39.91 	2.34 	37.70 	2.34 	14.97 	5.48 	52.66 	5.48 	0.48 	35.00 	2.38
3201	-22  	1  	16  	0  	56.68 	2.23 	94.72 	3.03 	90.34 	3.03 	90.34 	3.03 	0.00 	0.00 	0.00 	96.83 	3.07
3202	-22  	1  	17  	1  	45.03 	2.19 	14.65 	2.05 	14.12 	2.05 	26.97 	2.05 	12.85 	2.05 	0.46 	11.97 	2.14
3203	-22  	1  	18  	1  	70.46 	1.99 	80.85 	5.56 	77.83 	5.56 	53.28 	5.56 	24.55 	2.42 	0.93 	80.21 	5.56
3204	-22  	1  	19  	1  	62.69 	2.62 	63.45 	4.25 	61.24 	4.25 	50.00 	4.25 	11.24 	1.11 	0.89 	64.24 	4.28
3205	-22  	1  	20  	0  	72.06 	1.87 	78.75 	1.18 	77.46 	1.18 	77.46 	1.18 	0.00 	0.00 	0.00 	79.26 	1.20
3206	-22  	1  	21  	0  	22.20 	4.88 	27.14 	0.20 	26.57 	0.20 	26.57 	0.20 	0.00 	0.00 	0.00 	28.52 	0.24
3207	-22  	1  	22  	1  	72.27 	2.04 	71.47 	0.79 	69.33 	0.79 	66.44 	0.79 	2.89 	3.93 	0.94 	70.52 	0.78
3208	-22  	1  	23  	0  	55.32 	2.11 	8.67 	4.20 	8.44 	4.20 	8.44 	4.20 	0.00 	0.00 	0.00 	8.07 	4.12
3209	-22  	1  	24  	1  	124.59 	2.76 	148.53 	1.01 	143.65 	1.01 	102.36 	1.01 	41.29 	4.15 	0.99 	147.56 	1.00
3210	-22  	1  	25  	1  	61.71 	2.67 	52.70 	4.50 	50.53 	4.50 	65.18 	4.50 	14.65 	4.50 	0.94 	53.42 	4.49
3211	-22  	1  	26  	0  	58.35 	2.52 	86.09 	1.48 	82.33 	1.48 	82.33 	1.48 	0.00 	0.00 	0.00 	85.71 	1.49
3212	-22  	1  	27  	1  	51.26 	1.83 	56.69 	2.60 	54.39 	2.60 	43.45 	2.60 	10.93 	5.74 	0.95 	56.79 	2.58
3213	-22  	1  	28  	1  	28.77 	2.86 	19.48 	2.80 	18.33 	2.80 	25.24 	2.80 	6.91 	2.80 	0.76 	18.88 	2.80
3214	-22  	1  	29  	1  	30.04 	2.86 	26.69 	2.15 	24.46 	2.15 	27.39 	2.15 	2.93 	2.15 	0.86 	26.78 	2.11
3215	-22  	1  	30  	1  	12.52 	4.92 	16.67 	1.00 	15.13 	1.00 	3.68 	4.14 	18.80 	4.14 	0.46 	16.78 	0.98
3216	-22  	2  	1  	1  	60.42 	4.89 	115.96 	1.00 	103.60 	1.00 	0.55 	1.00 	103.05 	4.14 	0.86 	113.31 	0.96
3217	-22  	2  	2  	1  	96.99 	3.46 	88.69 	1.08 	79.17 	1.08 	93.18 	1.08 	14.01 	1.08 	0.89 	88.34 	1.03
3218	-22  	2  	3  	1  	41.80 	4.28 	11.40 	0.23 	10.09 	0.24 	0.77 	0.24 	9.32 	3.38 	0.13 	9.84 	0.42
3219	-22  	2  	4  	1  	133.61 	2.90 	155.62 	0.55 	138.96 	0.55 	116.64 	0.55 	22.32 	3.69 	0.96 	152.44 	0.53
3220	-22  	2  	6  	1  	195.97 	3.34 	160.95 	0.73 	145.39 	0.73 	236.38 	0.73 	91.00 	0.73 	0.97 	164.95 	0.73
3221	-22  	2  	7  	1  	152.13 	3.07 	112.57 	3.88 	102.21 	3.88 	188.43 	3.88 	86.22 	3.88 	0.96 	113.03 	3.84
3222	-22  	2  	8  	0  	192.64 	2.89 	184.79 	2.09 	169.20 	2.08 	169.20 	2.08 	0.00 	0.00 	0.00 	185.23 	2.07
3223	-22  	2  	9  	1  	114.71 	2.15 	68.45 	4.50 	63.37 	4.50 	148.19 	4.50 	84.82 	4.50 	0.92 	69.08 	4.49
3224	-22  	2  	10  	1  	108.02 	1.96 	89.08 	3.50 	83.09 	3.50 	121.07 	3.50 	37.98 	3.50 	0.95 	89.28 	3.49
3225	-22  	2  	11  	1  	106.46 	2.48 	65.95 	5.93 	60.81 	5.93 	135.36 	5.93 	74.55 	5.93 	0.92 	58.89 	5.94
3226	-22  	2  	12  	1  	91.68 	2.51 	92.39 	4.13 	86.13 	4.13 	85.32 	4.13 	0.81 	0.99 	0.93 	94.91 	4.17
3227	-22  	2  	13  	1  	44.92 	2.98 	64.12 	4.93 	59.76 	4.93 	10.95 	4.93 	48.81 	1.79 	0.79 	58.96 	4.93
3228	-22  	2  	14  	1  	53.05 	2.32 	44.09 	2.93 	41.39 	2.93 	39.11 	2.93 	2.28 	6.07 	0.76 	47.02 	2.90
3229	-22  	2  	15  	0  	92.52 	2.35 	43.56 	5.79 	41.19 	5.79 	41.19 	5.79 	0.00 	0.00 	0.00 	46.44 	5.80
3230	-22  	2  	16  	1  	70.35 	2.33 	36.23 	3.50 	34.59 	3.50 	83.21 	3.50 	48.61 	3.50 	0.84 	35.26 	3.44
3231	-22  	2  	17  	1  	65.18 	2.70 	80.97 	1.68 	78.11 	1.68 	44.09 	1.68 	34.02 	4.82 	0.94 	83.81 	1.61
3232	-22  	2  	18  	0  	52.41 	2.17 	55.13 	4.65 	53.06 	4.65 	53.06 	4.65 	0.00 	0.00 	0.00 	58.90 	4.62
3233	-22  	2  	19  	1  	75.51 	2.43 	76.18 	2.15 	73.67 	2.15 	66.18 	2.15 	7.49 	5.29 	0.93 	75.82 	2.15
3234	-22  	2  	20  	1  	154.67 	2.85 	167.72 	1.74 	165.29 	1.74 	140.25 	1.74 	25.04 	4.88 	0.99 	170.16 	1.74
3235	-22  	2  	21  	1  	112.45 	3.08 	106.06 	1.95 	103.69 	1.95 	115.27 	1.95 	11.59 	1.95 	0.97 	106.37 	1.96
3236	-22  	2  	22  	1  	84.35 	2.08 	68.33 	3.19 	66.31 	3.19 	93.39 	3.19 	27.08 	3.19 	0.95 	67.98 	3.19
3237	-22  	2  	23  	1  	60.27 	2.00 	68.72 	6.23 	66.90 	6.23 	46.01 	6.23 	20.89 	3.09 	0.94 	68.77 	6.23
3238	-22  	2  	24  	1  	32.97 	2.49 	38.45 	1.27 	37.17 	1.27 	14.84 	1.27 	22.33 	4.41 	0.79 	38.70 	1.27
3239	-22  	2  	25  	1  	67.75 	2.21 	83.67 	5.10 	80.17 	5.10 	50.66 	5.10 	29.51 	1.95 	0.97 	83.39 	5.08
3240	-22  	2  	26  	1  	74.80 	2.23 	72.12 	0.54 	68.98 	0.54 	76.23 	0.54 	7.25 	0.54 	0.97 	71.08 	0.52
3241	-22  	2  	27  	1  	37.25 	2.33 	44.84 	4.24 	43.04 	4.24 	25.43 	4.24 	17.61 	1.10 	0.92 	46.05 	4.23
3242	-22  	2  	28  	0  	29.23 	2.62 	9.03 	1.58 	8.47 	1.58 	8.47 	1.58 	0.00 	0.00 	0.00 	9.30 	1.59
3243	-22  	2  	29  	1  	30.68 	2.28 	41.65 	2.76 	38.19 	2.76 	18.27 	2.76 	19.91 	5.90 	0.92 	42.00 	2.75
3244	-22  	2  	30  	1  	22.13 	2.87 	25.41 	4.23 	23.01 	4.23 	12.93 	4.23 	10.09 	1.09 	0.81 	25.26 	4.21
3245	-22  	3  	1  	1  	183.97 	3.74 	190.19 	1.94 	171.34 	1.94 	187.75 	1.94 	16.41 	1.94 	0.98 	194.64 	1.92
3246	-22  	3  	2  	1  	56.61 	4.62 	64.61 	1.65 	57.87 	1.65 	23.52 	1.65 	34.35 	4.79 	0.72 	62.58 	1.63
3247	-22  	3  	3  	1  	51.83 	3.88 	49.27 	5.94 	44.13 	5.95 	17.50 	5.95 	26.63 	2.81 	0.59 	48.08 	6.02
3248	-22  	3  	4  	1  	171.37 	3.84 	147.18 	5.32 	132.17 	5.32 	198.94 	5.32 	66.77 	5.32 	0.97 	145.75 	5.35
3249	-22  	3  	5  	1  	65.38 	3.80 	93.17 	1.50 	83.88 	1.50 	27.69 	1.50 	56.19 	4.64 	0.85 	91.63 	1.43
3250	-22  	3  	6  	1  	75.89 	2.47 	111.56 	0.36 	101.42 	0.36 	35.99 	0.36 	65.44 	3.50 	0.91 	115.63 	0.39
3251	-22  	3  	7  	1  	83.51 	2.54 	79.95 	0.82 	72.34 	0.81 	75.68 	0.81 	3.34 	0.81 	0.89 	73.74 	0.80
3252	-22  	3  	8  	0  	67.61 	2.41 	57.80 	5.08 	52.97 	5.07 	52.97 	5.07 	0.00 	0.00 	0.00 	56.22 	4.99
3253	-22  	3  	9  	1  	59.67 	3.32 	91.94 	2.55 	85.82 	2.54 	20.89 	2.54 	64.93 	5.68 	0.89 	94.94 	2.49
3254	-22  	3  	10  	1  	107.44 	3.02 	90.75 	0.60 	84.60 	0.61 	118.48 	0.61 	33.89 	0.61 	0.95 	90.69 	0.62
3255	-22  	3  	11  	1  	74.97 	2.45 	59.30 	0.79 	55.01 	0.79 	75.61 	0.79 	20.60 	0.79 	0.87 	56.13 	0.77
3256	-22  	3  	12  	1  	74.51 	3.31 	79.13 	2.56 	73.74 	2.57 	60.92 	2.57 	12.82 	5.71 	0.90 	82.15 	2.64
3257	-22  	3  	13  	1  	143.63 	2.87 	154.60 	0.94 	144.38 	0.94 	136.14 	0.94 	8.25 	4.08 	0.98 	158.67 	0.93
3258	-22  	3  	14  	0  	63.88 	2.34 	58.95 	5.96 	55.44 	5.96 	55.44 	5.96 	0.00 	0.00 	0.00 	62.35 	5.91
3259	-22  	3  	15  	1  	87.14 	2.18 	97.49 	3.85 	92.39 	3.85 	73.16 	3.85 	19.23 	0.71 	0.95 	98.19 	3.83
3260	-22  	3  	16  	0  	143.00 	2.50 	148.32 	3.51 	141.97 	3.51 	141.97 	3.51 	0.00 	0.00 	0.00 	145.73 	3.48
3261	-22  	3  	17  	1  	80.71 	2.39 	65.87 	1.45 	63.51 	1.45 	87.44 	1.45 	23.93 	1.45 	0.94 	65.46 	1.49
3262	-22  	3  	18  	1  	84.90 	2.35 	77.71 	5.53 	74.75 	5.53 	84.26 	5.53 	9.51 	5.53 	0.94 	77.30 	5.49
3263	-22  	3  	19  	1  	149.27 	3.34 	134.64 	5.82 	130.63 	5.82 	161.98 	5.82 	31.35 	5.82 	0.98 	134.56 	5.83
3264	-22  	3  	20  	1  	92.73 	2.65 	111.65 	0.06 	110.39 	0.06 	69.60 	0.06 	40.79 	3.21 	0.97 	112.27 	0.06
3265	-22  	3  	21  	1  	76.66 	2.16 	81.53 	0.82 	79.51 	0.82 	65.97 	0.82 	13.54 	3.96 	0.95 	81.08 	0.83
3266	-22  	3  	22  	1  	92.77 	2.70 	84.19 	1.46 	81.75 	1.46 	96.69 	1.46 	14.93 	1.46 	0.96 	84.47 	1.48
3267	-22  	3  	23  	1  	127.98 	2.93 	130.16 	5.22 	126.58 	5.22 	125.47 	5.22 	1.11 	2.08 	0.98 	129.10 	5.21
3268	-22  	3  	24  	1  	22.90 	3.48 	12.88 	3.54 	12.43 	3.54 	1.47 	3.54 	10.97 	0.40 	0.30 	12.54 	3.48
3269	-22  	3  	25  	1  	120.27 	4.32 	92.46 	4.80 	88.49 	4.80 	147.83 	4.80 	59.34 	4.80 	0.98 	92.60 	4.81
3270	-22  	3  	26  	1  	48.92 	2.32 	41.61 	1.84 	39.81 	1.84 	50.40 	1.84 	10.59 	1.84 	0.92 	42.18 	1.82
3271	-22  	3  	27  	0  	51.81 	1.91 	25.93 	3.50 	24.90 	3.50 	24.90 	3.50 	0.00 	0.00 	0.00 	25.40 	3.48
3272	-22  	3  	28  	1  	20.82 	3.63 	13.43 	1.85 	12.53 	1.85 	8.86 	1.85 	3.66 	4.99 	0.51 	13.00 	1.86
3273	-22  	3  	29  	1  	21.05 	3.40 	8.85 	5.16 	8.11 	5.16 	9.81 	5.16 	1.70 	5.16 	0.43 	8.82 	5.16
3274	-22  	3  	30  	1  	30.95 	2.79 	29.72 	4.34 	26.84 	4.34 	28.34 	4.34 	1.50 	4.34 	0.89 	29.27 	4.32
3275	-22  	4  	1  	1  	89.05 	2.98 	132.37 	2.09 	120.05 	2.10 	46.06 	2.10 	73.99 	5.24 	0.93 	134.25 	2.17
3276	-22  	4  	2  	1  	38.76 	6.61 	82.97 	1.13 	74.67 	1.13 	20.66 	4.28 	95.34 	4.28 	0.70 	78.64 	1.17
3277	-22  	4  	3  	1  	45.92 	5.33 	33.79 	2.56 	30.22 	2.57 	9.59 	2.57 	20.64 	5.71 	0.43 	29.99 	2.71
3278	-22  	4  	4  	1  	44.00 	3.52 	50.05 	4.52 	45.37 	4.52 	5.39 	4.52 	39.98 	1.37 	0.58 	50.90 	4.48
3279	-22  	4  	5  	1  	142.68 	2.67 	129.41 	2.62 	117.52 	2.63 	156.09 	2.63 	38.57 	2.63 	0.96 	129.37 	2.65
3280	-22  	4  	6  	0  	137.12 	2.83 	85.90 	4.57 	77.95 	4.58 	77.95 	4.58 	0.00 	0.00 	0.00 	81.24 	4.58
3281	-22  	4  	7  	1  	182.00 	3.21 	164.43 	4.39 	151.59 	4.39 	204.53 	4.39 	52.93 	4.39 	0.98 	169.07 	4.37
3282	-22  	4  	8  	1  	62.42 	3.76 	61.19 	6.24 	57.97 	6.23 	46.38 	6.23 	11.59 	3.09 	0.84 	71.17 	6.15
3283	-22  	4  	9  	1  	118.86 	2.83 	148.92 	5.89 	139.59 	5.89 	91.13 	5.89 	48.46 	2.74 	0.97 	154.35 	5.88
3284	-22  	4  	10  	1  	58.01 	3.41 	102.04 	4.93 	95.50 	4.93 	9.70 	4.93 	85.80 	1.79 	0.91 	106.28 	4.94
3285	-22  	4  	11  	1  	81.85 	3.41 	60.48 	4.84 	56.50 	4.85 	88.34 	4.85 	31.85 	4.85 	0.88 	63.87 	4.90
3286	-22  	4  	12  	0  	29.98 	5.64 	45.88 	2.06 	42.70 	2.06 	42.70 	2.06 	0.00 	0.00 	0.00 	45.22 	2.06
3287	-22  	4  	13  	1  	163.98 	3.26 	127.34 	1.86 	119.24 	1.86 	200.79 	1.86 	81.55 	1.86 	0.98 	130.39 	1.91
3288	-22  	4  	14  	1  	47.64 	2.69 	12.56 	4.89 	11.84 	4.89 	18.27 	4.89 	6.43 	4.89 	0.32 	16.00 	5.04
3289	-22  	4  	15  	1  	41.63 	3.37 	44.17 	5.94 	42.00 	5.94 	19.74 	5.94 	22.26 	2.80 	0.74 	46.53 	5.97
3290	-22  	4  	16  	0  	27.37 	4.79 	10.75 	0.18 	10.32 	0.18 	10.32 	0.18 	0.00 	0.00 	0.00 	13.14 	0.56
3291	-22  	4  	17  	1  	150.43 	3.69 	102.57 	5.96 	98.83 	5.96 	194.97 	5.96 	96.14 	5.96 	0.98 	101.58 	5.97
3292	-22  	4  	18  	1  	122.65 	2.73 	134.54 	3.38 	129.34 	3.38 	109.55 	3.38 	19.79 	0.24 	0.97 	134.76 	3.39
3293	-22  	4  	19  	1  	133.67 	3.14 	143.59 	1.10 	139.97 	1.10 	122.16 	1.10 	17.81 	4.24 	0.98 	145.73 	1.10
3294	-22  	4  	20  	1  	60.16 	2.15 	34.70 	3.71 	34.22 	3.71 	66.83 	3.71 	32.61 	3.71 	0.84 	33.79 	3.66
3295	-22  	4  	21  	1  	90.69 	3.14 	92.25 	0.95 	89.68 	0.95 	84.69 	0.95 	4.99 	4.09 	0.96 	93.17 	0.95
3296	-22  	4  	22  	1  	59.92 	2.21 	67.48 	1.91 	65.59 	1.91 	45.54 	1.91 	20.05 	5.05 	0.93 	67.37 	1.92
3297	-22  	4  	23  	1  	83.08 	2.84 	80.92 	0.67 	78.59 	0.67 	81.32 	0.67 	2.73 	0.67 	0.96 	80.21 	0.67
3298	-22  	4  	24  	1  	96.93 	2.87 	67.59 	5.10 	65.16 	5.10 	122.03 	5.10 	56.87 	5.10 	0.97 	67.04 	5.11
3299	-22  	4  	25  	1  	72.13 	2.49 	66.20 	0.54 	63.26 	0.54 	75.48 	0.54 	12.22 	0.54 	0.96 	67.36 	0.54
3300	-22  	4  	26  	1  	31.35 	2.42 	29.94 	4.83 	28.65 	4.83 	23.01 	4.83 	5.64 	1.69 	0.82 	29.30 	4.83
3301	-22  	4  	27  	1  	11.15 	5.77 	16.85 	0.80 	16.19 	0.80 	8.97 	3.95 	25.16 	3.95 	0.32 	16.86 	0.76
3302	-22  	4  	28  	1  	54.25 	2.29 	66.25 	5.12 	61.31 	5.12 	43.81 	5.12 	17.49 	1.98 	0.97 	66.06 	5.13
3303	-22  	4  	29  	1  	30.96 	2.04 	19.19 	1.75 	17.61 	1.75 	33.59 	1.75 	15.98 	1.75 	0.83 	19.48 	1.76
3304	-22  	4  	30  	1  	58.24 	1.82 	66.22 	0.10 	59.60 	0.10 	54.08 	0.10 	5.51 	3.24 	0.98 	66.68 	0.11
3305	-22  	5  	1  	1  	132.85 	2.70 	145.04 	2.38 	132.64 	2.38 	123.44 	2.38 	9.21 	5.52 	0.96 	145.43 	2.40
3306	-22  	5  	2  	1  	26.89 	8.33 	51.94 	4.74 	47.12 	4.73 	24.22 	1.59 	71.34 	1.59 	0.43 	49.36 	4.65
3307	-22  	5  	3  	1  	119.15 	2.68 	171.97 	3.17 	156.94 	3.17 	73.01 	3.17 	83.92 	0.03 	0.97 	172.61 	3.17
3308	-22  	5  	4  	0  	92.33 	2.25 	81.14 	4.85 	75.19 	4.84 	75.19 	4.84 	0.00 	0.00 	0.00 	91.83 	4.81
