         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FP 	SIGFP 	FCalc 	PHICalc 	
2131	-3  	0  	1  	21.44 	3.06 	38.66 	3.14
2132	-3  	0  	2  	11.55 	1.70 	34.60 	0.00
2133	-3  	0  	3  	4.75 	1.36 	1.68 	3.14
2134	-3  	0  	5  	12.85 	3.04 	23.12 	0.00
2135	-3  	0  	10  	24.95 	8.43 	9.29 	0.00
2136	-3  	0  	12  	12.82 	3.71 	10.24 	0.00
2137	-3  	1  	1  	408.79 	7.48 	571.84 	-2.15
2138	-3  	1  	2  	501.70 	7.13 	936.55 	-3.12
2139	-3  	1  	3  	143.68 	1.36 	112.00 	-3.12
2140	-3  	1  	4  	126.22 	1.35 	284.81 	-0.78
2141	-3  	1  	5  	99.36 	1.01 	78.02 	0.78
2142	-3  	1  	6  	25.32 	1.01 	51.16 	-1.23
2143	-3  	1  	7  	77.25 	3.37 	85.03 	-3.07
2144	-3  	1  	8  	327.02 	11.46 	282.51 	-2.63
2145	-3  	1  	9  	134.80 	9.44 	97.98 	0.86
2146	-3  	1  	10  	70.76 	8.76 	62.09 	-1.24
2147	-3  	1  	11  	38.08 	4.04 	55.98 	-0.87
2148	-3  	1  	12  	60.00 	10.79 	60.04 	0.64
2149	-3  	1  	14  	15.19 	3.04 	13.32 	0.68
2150	-3  	1  	15  	9.12 	4.39 	28.27 	1.05
2151	-3  	2  	1  	12.56 	2.04 	57.46 	-2.40
2152	-3  	2  	2  	7.46 	2.03 	22.06 	-3.01
2153	-3  	2  	4  	14.19 	0.68 	59.01 	-2.43
2154	-3  	2  	5  	16.87 	5.40 	56.98 	-0.18
2155	-3  	2  	6  	18.20 	5.39 	29.78 	-2.47
2156	-3  	2  	8  	23.56 	3.03 	20.27 	-2.54
2157	-3  	2  	9  	21.20 	8.41 	27.49 	-0.96
2158	-3  	2  	10  	21.19 	8.41 	24.59 	-0.51
2159	-3  	3  	1  	160.17 	1.35 	251.95 	-1.60
2160	-3  	3  	2  	210.22 	1.35 	188.29 	-0.32
2161	-3  	3  	3  	184.23 	1.35 	157.35 	-2.68
2162	-3  	3  	4  	26.95 	0.67 	21.28 	2.73
2163	-3  	3  	5  	84.12 	2.02 	116.15 	-2.94
2164	-3  	3  	6  	296.48 	2.69 	258.68 	-2.90
2165	-3  	3  	7  	250.90 	6.38 	262.87 	-0.45
2166	-3  	3  	8  	159.11 	5.04 	126.86 	-0.16
2167	-3  	3  	9  	62.41 	3.02 	57.05 	1.61
2168	-3  	3  	10  	70.79 	3.35 	69.77 	2.92
2169	-3  	3  	11  	54.69 	2.35 	64.34 	-3.12
2170	-3  	3  	12  	16.78 	2.35 	16.80 	2.67
2171	-3  	3  	13  	15.78 	3.02 	8.36 	3.08
2172	-3  	3  	14  	27.89 	4.70 	38.00 	-2.75
2173	-3  	4  	1  	12.14 	3.37 	79.72 	-0.80
2174	-3  	4  	2  	11.45 	3.03 	56.32 	0.02
2175	-3  	4  	3  	9.08 	3.03 	25.30 	-2.17
2176	-3  	4  	4  	9.06 	3.69 	34.65 	1.57
2177	-3  	4  	5  	10.73 	2.68 	20.83 	-0.43
2178	-3  	4  	6  	9.71 	3.68 	14.79 	-0.37
2179	-3  	4  	7  	14.39 	3.01 	7.98 	0.45
2180	-3  	4  	8  	13.04 	4.35 	4.90 	0.66
2181	-3  	4  	10  	26.40 	8.36 	23.23 	1.75
2182	-3  	4  	12  	12.04 	4.68 	8.89 	-3.06
2183	-3  	4  	14  	11.38 	5.36 	14.27 	2.26
2184	-3  	5  	1  	196.73 	1.34 	237.48 	2.15
2185	-3  	5  	2  	76.73 	0.67 	66.07 	0.89
2186	-3  	5  	3  	167.92 	1.34 	171.48 	-2.43
2187	-3  	5  	4  	298.61 	4.01 	296.84 	-2.06
2188	-3  	5  	5  	204.50 	3.00 	194.26 	2.50
2189	-3  	5  	6  	429.23 	6.00 	366.74 	1.38
2190	-3  	5  	7  	248.07 	3.00 	190.63 	-0.12
2191	-3  	5  	8  	88.19 	1.33 	126.48 	-1.74
2192	-3  	5  	9  	63.21 	1.66 	77.97 	-2.88
2193	-3  	5  	10  	38.58 	2.00 	65.80 	-2.49
2194	-3  	5  	11  	55.55 	2.33 	49.10 	0.32
2195	-3  	5  	12  	18.63 	1.66 	21.37 	2.85
2196	-3  	5  	13  	22.64 	1.66 	36.39 	-1.04
2197	-3  	5  	14  	11.33 	5.33 	22.22 	-0.63
2198	-3  	6  	1  	26.36 	6.67 	35.09 	2.14
2199	-3  	6  	2  	14.99 	3.00 	21.43 	-0.05
2200	-3  	6  	3  	11.97 	3.33 	1.43 	0.67
2201	-3  	6  	4  	31.54 	6.64 	36.30 	-0.96
2202	-3  	6  	5  	11.28 	5.31 	19.89 	-0.91
2203	-3  	6  	6  	31.47 	6.63 	21.81 	1.19
2204	-3  	6  	7  	15.56 	4.30 	22.49 	-0.19
2205	-3  	6  	9  	12.57 	5.29 	25.26 	-0.06
2206	-3  	6  	12  	13.56 	3.64 	10.87 	1.76
2207	-3  	6  	13  	12.57 	4.63 	17.08 	-1.64
2208	-3  	6  	14  	14.24 	3.64 	12.46 	-1.30
2209	-3  	7  	1  	449.68 	4.31 	419.40 	-1.21
2210	-3  	7  	2  	65.49 	1.32 	89.29 	-1.54
2211	-3  	7  	3  	198.78 	2.97 	190.58 	1.19
2212	-3  	7  	4  	194.86 	1.32 	158.94 	1.60
2213	-3  	7  	5  	203.84 	3.95 	172.59 	1.89
2214	-3  	7  	6  	94.74 	1.97 	111.37 	0.42
2215	-3  	7  	7  	107.81 	1.64 	89.24 	-0.22
2216	-3  	7  	8  	90.34 	1.31 	99.34 	1.38
2217	-3  	7  	9  	149.41 	1.64 	139.47 	-0.01
2218	-3  	7  	10  	44.32 	2.30 	54.73 	0.43
2219	-3  	7  	11  	37.76 	1.64 	21.08 	-2.14
2220	-3  	7  	12  	43.68 	1.64 	27.04 	2.28
2221	-3  	7  	13  	20.70 	2.96 	30.92 	1.56
2222	-3  	7  	14  	17.10 	1.64 	23.08 	1.78
2223	-3  	8  	2  	37.07 	6.56 	35.97 	2.93
2224	-3  	8  	3  	34.06 	5.24 	37.04 	2.78
2225	-3  	8  	4  	14.72 	5.23 	3.38 	-2.78
2226	-3  	8  	5  	12.41 	5.88 	31.73 	0.77
2227	-3  	8  	6  	15.99 	4.57 	10.56 	-2.55
2228	-3  	8  	7  	12.39 	5.22 	41.96 	0.70
2229	-3  	8  	8  	17.27 	3.58 	28.53 	1.38
2230	-3  	8  	10  	13.35 	5.21 	58.49 	2.34
2231	-3  	9  	1  	162.85 	2.61 	150.30 	-2.48
2232	-3  	9  	2  	92.65 	0.98 	54.16 	-2.98
2233	-3  	9  	3  	117.16 	1.30 	99.24 	2.95
2234	-3  	9  	4  	195.41 	2.27 	188.01 	-2.17
2235	-3  	9  	5  	114.25 	1.62 	103.88 	-1.26
2236	-3  	9  	6  	168.45 	3.23 	154.31 	0.72
2237	-3  	9  	7  	63.00 	1.94 	57.18 	2.56
2238	-3  	9  	8  	59.08 	1.29 	51.78 	-3.06
2239	-3  	9  	9  	59.71 	1.61 	43.17 	2.35
2240	-3  	9  	10  	43.56 	1.61 	67.91 	0.93
2241	-3  	9  	11  	40.66 	3.55 	38.83 	-0.90
2242	-3  	9  	12  	31.31 	2.26 	48.03 	-2.45
2243	-3  	9  	13  	23.25 	2.91 	31.22 	-2.74
2244	-3  	10  	1  	21.60 	4.19 	20.15 	2.71
2245	-3  	10  	4  	19.57 	4.49 	12.46 	-1.38
2246	-3  	10  	5  	16.66 	5.13 	24.51 	0.37
2247	-3  	10  	7  	15.67 	5.12 	23.38 	2.82
2248	-3  	10  	8  	42.50 	9.27 	23.22 	-2.94
2249	-3  	10  	9  	15.97 	3.51 	17.35 	-1.18
2250	-3  	11  	1  	72.99 	2.55 	47.64 	0.19
2251	-3  	11  	2  	65.85 	1.59 	52.82 	-1.51
2252	-3  	11  	3  	103.53 	0.64 	105.41 	-2.10
2253	-3  	11  	4  	82.13 	1.59 	52.94 	-1.53
2254	-3  	11  	5  	49.09 	1.27 	47.05 	0.30
2255	-3  	11  	6  	41.45 	2.85 	60.52 	-1.59
2256	-3  	11  	7  	60.70 	1.26 	33.04 	2.92
2257	-3  	11  	8  	43.29 	1.58 	57.95 	1.35
2258	-3  	11  	9  	64.75 	2.84 	43.98 	1.12
2259	-3  	11  	10  	22.10 	5.05 	21.95 	-2.34
2260	-3  	11  	11  	42.00 	0.63 	50.39 	-2.08
2261	-3  	11  	12  	16.43 	5.69 	9.20 	1.88
2262	-3  	12  	4  	21.30 	3.45 	20.72 	1.58
2263	-3  	12  	7  	16.24 	5.00 	23.55 	2.40
2264	-3  	12  	9  	11.85 	5.61 	13.36 	2.80
2265	-3  	12  	10  	11.23 	4.99 	15.89 	-1.36
2266	-3  	13  	1  	20.50 	2.80 	43.14 	-0.97
2267	-3  	13  	2  	28.83 	2.17 	26.29 	1.74
2268	-3  	13  	3  	27.23 	1.55 	27.30 	-2.34
2269	-3  	13  	4  	20.09 	2.16 	37.59 	-1.86
2270	-3  	13  	5  	57.71 	1.54 	89.80 	1.38
2271	-3  	13  	6  	63.82 	0.62 	67.55 	2.27
2272	-3  	13  	7  	59.76 	2.16 	51.46 	-2.11
2273	-3  	13  	8  	18.16 	2.77 	35.23 	-2.20
2274	-3  	13  	9  	13.23 	2.77 	13.10 	2.66
2275	-3  	13  	10  	44.92 	2.15 	47.65 	1.38
2276	-3  	14  	3  	14.33 	5.49 	20.02 	1.18
2277	-3  	14  	8  	15.17 	6.07 	13.95 	-0.80
2278	-3  	14  	9  	15.77 	4.85 	26.29 	-0.33
2279	-3  	15  	1  	39.47 	2.11 	34.72 	-2.68
2280	-3  	15  	3  	64.25 	2.10 	29.90 	1.76
2281	-3  	15  	4  	46.47 	2.10 	21.62 	1.60
2282	-3  	15  	5  	35.03 	2.69 	16.22 	0.33
2283	-3  	15  	6  	26.32 	1.50 	48.81 	1.93
2284	-3  	15  	7  	17.63 	3.29 	22.03 	2.59
2285	-3  	15  	8  	22.10 	3.29 	25.02 	-2.89
2286	-3  	15  	9  	42.40 	2.69 	43.59 	-2.43
2287	-3  	16  	3  	14.76 	5.31 	10.60 	-1.01
2288	-3  	16  	6  	12.65 	5.29 	5.99 	-2.37
2289	-3  	17  	2  	45.03 	2.03 	51.38 	2.31
2290	-3  	17  	3  	19.72 	4.64 	35.55 	2.23
2291	-3  	17  	4  	24.90 	2.03 	31.69 	-1.19
2292	-3  	17  	6  	15.60 	5.20 	10.31 	2.75
2293	-3  	17  	7  	16.17 	3.18 	29.96 	-0.65
2294	-3  	18  	1  	15.42 	5.14 	7.90 	-3.13
2295	-2  	0  	1  	127.35 	1.70 	879.07 	0.00
2296	-2  	0  	2  	91.83 	3.06 	286.44 	3.14
2297	-2  	0  	3  	16.31 	1.02 	56.95 	0.00
2298	-2  	0  	4  	53.65 	0.68 	106.10 	0.00
2299	-2  	0  	5  	28.17 	1.70 	16.03 	3.14
2300	-2  	0  	6  	143.51 	1.70 	153.53 	3.14
2301	-2  	0  	7  	75.99 	5.77 	62.08 	3.14
2302	-2  	0  	8  	139.79 	8.14 	106.87 	3.14
2303	-2  	0  	11  	29.23 	10.88 	32.83 	3.14
2304	-2  	0  	12  	14.63 	3.06 	22.57 	3.14
2305	-2  	1  	1  	6.81 	0.68 	13.26 	3.05
2306	-2  	1  	2  	6.80 	1.02 	79.20 	1.13
2307	-2  	1  	3  	4.75 	1.36 	47.37 	-3.14
2308	-2  	1  	4  	12.90 	0.68 	52.89 	2.22
2309	-2  	1  	6  	11.53 	3.05 	19.90 	-1.00
2310	-2  	1  	7  	25.09 	3.05 	23.53 	-0.07
2311	-2  	1  	8  	21.36 	6.78 	36.11 	2.37
2312	-2  	1  	9  	12.89 	3.73 	15.01 	0.23
2313	-2  	1  	10  	23.76 	9.84 	49.98 	0.31
2314	-2  	1  	11  	12.23 	6.11 	21.32 	2.14
2315	-2  	2  	1  	389.72 	2.72 	631.66 	-1.03
2316	-2  	2  	2  	613.94 	9.84 	1009.39 	-2.98
2317	-2  	2  	3  	260.40 	1.36 	353.31 	3.01
2318	-2  	2  	4  	90.80 	3.39 	83.66 	1.42
2319	-2  	2  	5  	167.97 	5.76 	150.10 	0.48
2320	-2  	2  	6  	212.61 	9.48 	175.46 	0.68
2321	-2  	2  	7  	256.60 	12.86 	227.99 	-1.59
2322	-2  	2  	8  	63.31 	5.42 	85.89 	-1.35
2323	-2  	2  	9  	140.22 	19.98 	136.46 	2.59
2324	-2  	2  	10  	25.08 	2.71 	54.36 	2.33
2325	-2  	2  	11  	66.48 	9.16 	57.12 	-0.38
2326	-2  	2  	12  	15.96 	3.06 	30.49 	-1.77
2327	-2  	2  	13  	11.56 	4.76 	8.48 	0.30
2328	-2  	2  	14  	12.26 	4.77 	11.56 	-0.37
2329	-2  	3  	1  	12.20 	2.03 	24.47 	-1.14
2330	-2  	3  	2  	18.28 	5.42 	57.19 	-2.60
2331	-2  	3  	3  	7.78 	1.69 	27.06 	-2.31
2332	-2  	3  	4  	12.16 	3.72 	58.58 	-2.17
2333	-2  	3  	5  	21.28 	6.75 	31.86 	2.11
2334	-2  	3  	7  	11.48 	4.05 	64.08 	-0.76
2335	-2  	3  	8  	29.71 	3.04 	31.60 	-1.31
2336	-2  	3  	9  	15.54 	3.38 	13.30 	3.07
2337	-2  	3  	10  	13.86 	3.72 	18.58 	2.53
2338	-2  	3  	13  	11.53 	3.73 	18.75 	-3.01
2339	-2  	4  	1  	81.69 	1.01 	151.12 	0.25
2340	-2  	4  	2  	604.57 	4.72 	841.67 	0.33
2341	-2  	4  	3  	290.38 	2.69 	391.10 	-0.80
2342	-2  	4  	4  	273.68 	3.70 	277.84 	-2.61
2343	-2  	4  	5  	452.53 	6.06 	414.42 	-2.10
2344	-2  	4  	6  	284.56 	3.70 	233.29 	-1.23
2345	-2  	4  	7  	219.63 	4.71 	164.65 	2.55
2346	-2  	4  	8  	63.58 	2.02 	62.37 	-2.68
2347	-2  	4  	9  	34.66 	1.35 	20.11 	0.73
2348	-2  	4  	10  	64.65 	2.69 	52.51 	0.55
2349	-2  	4  	11  	43.13 	3.03 	52.70 	-2.93
2350	-2  	4  	12  	34.07 	3.71 	30.42 	1.97
2351	-2  	4  	13  	34.11 	6.08 	40.87 	0.94
2352	-2  	4  	14  	21.31 	2.37 	17.38 	2.66
2353	-2  	5  	2  	11.41 	3.69 	22.45 	0.67
2354	-2  	5  	3  	9.05 	3.35 	38.33 	0.87
2355	-2  	5  	4  	12.06 	3.68 	40.59 	-0.69
2356	-2  	5  	6  	24.77 	9.71 	11.43 	2.75
2357	-2  	5  	7  	15.73 	3.01 	17.09 	-0.00
2358	-2  	5  	8  	17.41 	3.01 	19.65 	3.11
2359	-2  	5  	9  	27.79 	6.70 	39.49 	3.02
2360	-2  	5  	10  	27.81 	9.72 	7.91 	0.39
2361	-2  	6  	1  	68.13 	1.00 	101.36 	-0.41
2362	-2  	6  	2  	449.64 	4.67 	453.83 	-2.14
2363	-2  	6  	3  	81.65 	1.00 	101.38 	3.04
2364	-2  	6  	4  	68.93 	0.67 	52.06 	-0.74
2365	-2  	6  	5  	56.91 	1.33 	55.31 	-1.79
2366	-2  	6  	6  	52.57 	1.66 	60.87 	-2.86
2367	-2  	6  	7  	108.80 	1.33 	65.55 	-0.15
2368	-2  	6  	8  	179.69 	2.33 	151.53 	-0.81
2369	-2  	6  	9  	67.24 	2.66 	54.00 	1.69
2370	-2  	6  	10  	15.65 	2.33 	16.54 	2.10
2371	-2  	6  	11  	32.33 	2.33 	43.13 	0.34
2372	-2  	6  	12  	21.02 	1.67 	13.65 	0.22
2373	-2  	7  	1  	18.57 	3.65 	17.56 	2.21
2374	-2  	7  	2  	23.19 	5.30 	17.08 	-1.09
2375	-2  	7  	4  	18.52 	7.61 	69.95 	-1.65
2376	-2  	7  	5  	38.67 	6.61 	20.97 	-0.48
2377	-2  	7  	7  	14.21 	4.63 	14.93 	-0.19
2378	-2  	7  	12  	15.57 	3.64 	9.83 	-0.55
2379	-2  	8  	1  	181.24 	1.32 	191.57 	-1.48
2380	-2  	8  	2  	271.71 	2.63 	241.66 	1.20
2381	-2  	8  	3  	326.27 	3.28 	312.89 	1.36
2382	-2  	8  	4  	85.28 	1.64 	105.86 	-2.02
2383	-2  	8  	5  	174.41 	1.97 	141.98 	-1.95
2384	-2  	8  	6  	138.63 	1.31 	142.05 	1.78
2385	-2  	8  	7  	176.97 	2.62 	145.31 	0.81
2386	-2  	8  	8  	34.09 	9.51 	32.92 	2.24
2387	-2  	8  	9  	40.00 	0.66 	37.47 	1.50
2388	-2  	8  	10  	40.03 	2.30 	46.09 	-3.01
2389	-2  	8  	12  	17.09 	3.62 	19.49 	-0.62
2390	-2  	8  	13  	29.62 	2.96 	42.49 	-0.48
2391	-2  	9  	1  	25.75 	11.08 	27.28 	2.47
2392	-2  	9  	2  	33.86 	8.14 	35.88 	-3.09
2393	-2  	9  	7  	18.51 	4.55 	23.85 	1.43
2394	-2  	10  	1  	40.32 	2.26 	70.39 	-2.32
2395	-2  	10  	2  	157.24 	2.26 	138.96 	-2.14
2396	-2  	10  	3  	34.77 	1.29 	48.72 	0.36
2397	-2  	10  	4  	160.84 	2.25 	140.65 	0.86
2398	-2  	10  	5  	41.15 	2.57 	45.01 	-0.72
2399	-2  	10  	6  	58.82 	1.29 	72.45 	-1.45
2400	-2  	10  	7  	92.56 	1.93 	71.34 	-1.41
2401	-2  	10  	8  	33.43 	2.89 	31.17 	1.05
2402	-2  	10  	9  	58.52 	0.64 	49.52 	-2.67
2403	-2  	10  	10  	52.12 	1.61 	52.69 	-2.77
2404	-2  	10  	11  	18.03 	2.90 	32.57 	0.06
2405	-2  	11  	1  	14.99 	2.87 	17.35 	1.49
2406	-2  	11  	3  	18.78 	4.46 	28.24 	0.06
2407	-2  	11  	4  	20.67 	4.45 	35.01 	0.30
2408	-2  	11  	6  	37.18 	10.81 	35.09 	0.26
2409	-2  	11  	8  	16.53 	5.72 	8.24 	-1.94
2410	-2  	11  	11  	17.83 	5.09 	6.35 	0.23
2411	-2  	11  	12  	10.84 	5.10 	3.48 	2.80
2412	-2  	12  	1  	16.38 	2.84 	28.93 	0.47
2413	-2  	12  	2  	56.64 	0.63 	41.67 	-2.12
2414	-2  	12  	3  	28.92 	2.83 	31.30 	-0.83
2415	-2  	12  	4  	88.90 	1.88 	79.04 	-1.09
2416	-2  	12  	5  	25.12 	2.20 	35.98 	2.17
2417	-2  	12  	6  	18.52 	2.20 	34.26 	0.54
2418	-2  	12  	7  	55.86 	2.20 	54.08 	-0.24
2419	-2  	12  	8  	45.20 	2.20 	74.82 	-0.75
2420	-2  	12  	9  	31.71 	2.20 	28.30 	-0.61
2421	-2  	12  	10  	29.85 	2.83 	33.08 	-3.09
2422	-2  	12  	11  	13.52 	2.83 	11.29 	2.75
2423	-2  	13  	1  	32.32 	13.99 	38.22 	-2.09
2424	-2  	13  	4  	35.02 	13.95 	14.57 	1.53
2425	-2  	13  	6  	12.70 	5.57 	24.00 	1.35
2426	-2  	13  	7  	14.55 	2.79 	17.46 	1.09
2427	-2  	13  	9  	15.49 	5.58 	11.23 	-1.71
2428	-2  	14  	1  	73.20 	1.53 	77.70 	-1.36
2429	-2  	14  	2  	70.36 	1.22 	73.90 	-2.02
2430	-2  	14  	3  	65.41 	2.14 	52.19 	-1.43
2431	-2  	14  	4  	62.00 	2.14 	84.86 	-1.85
2432	-2  	14  	5  	26.86 	1.53 	42.55 	-0.53
2433	-2  	14  	6  	17.09 	2.75 	16.82 	1.17
2434	-2  	14  	7  	20.75 	2.75 	20.03 	1.31
2435	-2  	14  	8  	40.59 	1.53 	39.57 	-2.74
2436	-2  	14  	9  	46.10 	1.53 	42.09 	-1.62
2437	-2  	14  	10  	19.25 	3.36 	20.23 	-2.92
2438	-2  	15  	3  	14.14 	5.42 	14.49 	2.07
2439	-2  	15  	6  	15.02 	6.01 	6.46 	0.71
2440	-2  	15  	8  	14.12 	6.01 	8.74 	1.27
2441	-2  	16  	1  	54.85 	1.48 	39.86 	1.22
2442	-2  	16  	2  	23.40 	3.26 	29.30 	-0.60
2443	-2  	16  	4  	22.77 	2.66 	44.21 	0.89
2444	-2  	16  	5  	33.98 	3.25 	16.37 	1.73
2445	-2  	16  	6  	37.22 	1.18 	50.33 	2.08
2446	-2  	16  	7  	28.65 	4.73 	26.06 	2.28
2447	-2  	16  	8  	40.48 	2.07 	52.90 	-3.13
2448	-2  	17  	5  	15.10 	2.61 	14.68 	-3.08
2449	-2  	18  	1  	20.58 	2.00 	27.08 	-0.66
2450	-2  	18  	2  	25.69 	3.14 	23.01 	-1.46
2451	-2  	18  	3  	19.39 	2.00 	31.08 	2.57
2452	-1  	0  	1  	1.70 	0.68 	62.35 	0.00
2453	-1  	0  	4  	17.03 	5.45 	31.56 	0.00
2454	-1  	0  	5  	25.21 	5.45 	23.28 	0.00
2455	-1  	0  	6  	18.40 	6.82 	24.51 	0.00
2456	-1  	0  	8  	35.50 	9.90 	32.59 	3.14
2457	-1  	0  	10  	20.19 	3.76 	19.82 	3.14
2458	-1  	0  	13  	11.01 	4.47 	15.36 	3.14
2459	-1  	1  	1  	182.20 	1.36 	937.28 	0.31
2460	-1  	1  	2  	605.96 	11.57 	906.65 	3.05
2461	-1  	1  	3  	469.69 	9.87 	551.07 	3.01
2462	-1  	1  	4  	96.32 	1.36 	179.07 	-0.07
2463	-1  	1  	5  	187.58 	2.72 	234.38 	2.73
2464	-1  	1  	6  	514.30 	18.39 	480.27 	-2.54
2465	-1  	1  	7  	191.89 	10.57 	183.07 	-0.69
2466	-1  	1  	8  	27.29 	3.07 	35.10 	-2.59
2467	-1  	1  	9  	102.45 	8.88 	99.36 	-0.33
2468	-1  	1  	10  	47.87 	5.13 	89.78 	-1.00
2469	-1  	1  	11  	28.43 	4.79 	37.07 	-2.60
2470	-1  	1  	13  	16.16 	6.88 	44.36 	0.23
2471	-1  	2  	1  	13.26 	0.68 	62.07 	-0.70
2472	-1  	2  	2  	11.22 	1.36 	92.22 	-3.02
2473	-1  	2  	3  	6.80 	0.68 	68.69 	2.80
2474	-1  	2  	4  	7.82 	3.74 	19.34 	2.85
2475	-1  	2  	5  	10.88 	3.06 	23.29 	1.51
2476	-1  	2  	6  	11.56 	3.74 	20.45 	1.18
2477	-1  	2  	8  	15.67 	6.47 	18.77 	-2.48
2478	-1  	2  	9  	25.23 	9.89 	34.88 	1.95
2479	-1  	2  	10  	45.41 	6.83 	31.84 	0.84
2480	-1  	2  	11  	15.39 	3.76 	9.21 	-1.94
2481	-1  	2  	13  	17.16 	2.40 	12.74 	-0.58
2482	-1  	3  	1  	349.61 	2.71 	471.43 	-0.22
2483	-1  	3  	2  	180.32 	1.36 	179.46 	1.14
2484	-1  	3  	3  	200.28 	2.71 	260.22 	0.58
2485	-1  	3  	4  	411.08 	6.10 	429.94 	-1.87
2486	-1  	3  	5  	345.41 	8.47 	306.71 	-1.21
2487	-1  	3  	6  	242.14 	7.46 	201.41 	1.75
2488	-1  	3  	7  	48.87 	1.70 	65.55 	-1.30
2489	-1  	3  	8  	94.76 	6.11 	99.21 	0.88
2490	-1  	3  	9  	54.07 	6.12 	54.42 	-2.14
2491	-1  	3  	10  	55.50 	5.79 	45.54 	-1.84
2492	-1  	3  	11  	38.53 	4.77 	49.41 	0.22
2493	-1  	3  	13  	26.36 	2.40 	43.17 	2.64
2494	-1  	4  	1  	11.49 	2.36 	20.06 	1.51
2495	-1  	4  	2  	12.49 	2.36 	53.93 	-0.88
2496	-1  	4  	3  	10.80 	3.04 	23.27 	-1.25
2497	-1  	4  	5  	14.86 	3.04 	11.19 	2.76
2498	-1  	4  	6  	12.16 	3.72 	17.26 	0.43
2499	-1  	4  	7  	25.02 	8.45 	19.48 	-1.56
2500	-1  	4  	8  	15.23 	2.37 	19.74 	-1.78
2501	-1  	4  	9  	26.76 	11.52 	26.13 	0.56
2502	-1  	4  	10  	29.85 	11.53 	2.93 	-2.68
2503	-1  	5  	1  	271.97 	2.35 	290.82 	-2.57
2504	-1  	5  	2  	125.34 	1.34 	78.84 	-0.84
2505	-1  	5  	3  	100.79 	1.68 	139.47 	-2.32
2506	-1  	5  	4  	67.53 	1.34 	71.10 	1.31
2507	-1  	5  	5  	21.17 	1.34 	49.90 	-2.26
2508	-1  	5  	6  	163.06 	2.35 	166.13 	1.95
2509	-1  	5  	7  	156.11 	1.68 	136.36 	0.93
2510	-1  	5  	8  	101.02 	2.36 	101.52 	0.45
2511	-1  	5  	9  	67.42 	3.03 	50.21 	2.28
2512	-1  	5  	10  	85.06 	3.71 	63.48 	1.41
2513	-1  	5  	11  	13.86 	4.73 	26.96 	1.39
2514	-1  	5  	12  	32.85 	3.05 	45.63 	2.46
2515	-1  	5  	13  	22.06 	4.75 	23.28 	-2.40
2516	-1  	6  	1  	10.69 	4.34 	57.66 	0.17
2517	-1  	6  	2  	21.04 	8.35 	9.24 	1.77
2518	-1  	6  	3  	12.36 	4.01 	23.74 	2.99
2519	-1  	6  	4  	29.39 	8.35 	37.09 	-0.07
2520	-1  	6  	5  	12.69 	4.68 	21.47 	1.30
2521	-1  	6  	6  	16.38 	4.68 	17.30 	2.44
2522	-1  	6  	7  	24.75 	11.37 	31.31 	-0.40
2523	-1  	6  	8  	27.78 	9.71 	27.91 	1.41
2524	-1  	6  	9  	34.85 	11.39 	32.82 	1.97
2525	-1  	7  	1  	319.90 	3.32 	308.17 	-1.06
2526	-1  	7  	2  	61.37 	1.99 	64.34 	2.29
2527	-1  	7  	3  	248.07 	2.32 	276.00 	1.67
2528	-1  	7  	4  	181.08 	1.33 	108.66 	0.32
2529	-1  	7  	5  	91.22 	1.66 	68.98 	0.35
2530	-1  	7  	6  	189.83 	1.99 	198.34 	-0.97
2531	-1  	7  	7  	281.62 	3.65 	230.60 	-1.97
2532	-1  	7  	8  	66.15 	1.33 	82.07 	-2.12
2533	-1  	7  	9  	29.28 	1.33 	38.11 	2.72
2534	-1  	7  	10  	44.98 	2.33 	41.08 	1.48
2535	-1  	7  	11  	23.36 	2.34 	27.64 	-1.68
2536	-1  	7  	12  	26.41 	1.34 	37.05 	-2.05
2537	-1  	7  	13  	23.45 	3.01 	27.25 	3.00
2538	-1  	8  	1  	37.20 	6.58 	35.45 	-2.52
2539	-1  	8  	3  	15.46 	4.61 	16.40 	0.97
2540	-1  	8  	4  	28.95 	9.54 	25.99 	-0.49
2541	-1  	8  	5  	13.49 	2.96 	34.27 	1.75
2542	-1  	8  	6  	14.16 	3.62 	17.33 	0.15
2543	-1  	8  	7  	38.54 	8.24 	17.61 	-1.66
2544	-1  	8  	9  	14.19 	5.28 	26.30 	-1.76
2545	-1  	8  	11  	16.55 	3.64 	10.14 	0.76
2546	-1  	9  	1  	195.04 	2.28 	170.35 	-1.11
2547	-1  	9  	2  	187.78 	3.59 	162.80 	-0.70
2548	-1  	9  	3  	67.15 	1.63 	45.82 	2.46
2549	-1  	9  	4  	101.37 	1.96 	87.38 	1.98
2550	-1  	9  	5  	128.13 	1.30 	116.20 	0.80
2551	-1  	9  	6  	78.94 	2.28 	68.56 	2.85
2552	-1  	9  	7  	83.56 	2.28 	78.82 	1.82
2553	-1  	9  	8  	84.61 	1.63 	55.84 	-2.81
2554	-1  	9  	9  	24.20 	3.60 	21.52 	2.71
